listing_id,url,source_discovery,detail_html_captured,description_source,purpose,property_type,price,price_period,currency,bedrooms,bathrooms,area_sqm,location_raw,agency_name,is_verified,date_listed,description_raw,language,compound_name,developer_name,governorate,city,district,finishing_level,delivery_status,delivery_date,sale_type,payment_type,down_payment_amount,down_payment_pct,installment_years,installment_amount,installment_frequency,cash_discount_pct,amenities,floor_number,garden_area_sqm,roof_area_sqm,is_negotiable,price_per_sqm,total_installment_cost
503987448,https://www.bayut.eg/en/property/details-503987448.html,algolia,True,detail_html,sale,apartment,9200000.0,,EGP,3.0,3.0,181.0,"Egypt, Giza, 6th of October, October Plaza Sodic Compound",Property Hills Plus,False,2026-08-24,"Ready-to-move-in apartment for sale in October Plaza Compound - Sodic, in a prime location next to Mountain View iCity and near Beverly Hills, Al Rabwa, and Al Ahly Club - Sheikh Zayed Branch. 

Compounds, Sheikh Zayed, October, Giza

Semi-finished
Immediate delivery

Area: 181 sq m

3 bedrooms, including a master bedroom
3 bathrooms
Large kitchen and reception area

Location:
Next to Sodic West and Dahshur Link Road, near Shooting Club, Arkan, and the entrance to Sheikh Zayed City. 

Near Al Ahly Club, Sphinx International Airport, and Cairo University - Sheikh Zayed Branch. 

Services and Features:

A fully-fledged residential compound with all amenities

24/7 security and surveillance

Camera monitoring

Children's play areas

Green spaces

Water features

Medical and commercial center

Playgrounds and running track

Gym, spa, and jacuzzi

Clubhouse

Designated barbecue areas

For immediate occupancy and site visits, contact us via WhatsApp: View Contact Detail

#Villas #Immediate Occupancy #SheikhZayed #October #Apartments #SheikhZayedRealEstate #RealEstate #Clinics #Commercial #Shops #Shops #Restaurants #Restaurants #ForSale #Chalets #NorthCoast #RasElHikma #SidiHeneish #SidiAbdelRahman",en,Mountain View iCity,Mountain View (DMG),Giza,6th of October,October Plaza Sodic Compound,semi-finished,ready,,primary,,,,,,,,"Waste Disposal, First Aid Medical Center, Freehold, Broadband Internet, Satellite/Cable TV, Business Center, Conference Room, Intercom, ATM Facility, Jacuzzi, Kids Play Area, Sauna, Balcony or Terrace, Covered parking, Pets Allowed, Lawn or Garden, Security Staff, Gym or Health Club, Swimming Pool, Electricity Meter, Centrally Air-Conditioned, Water Meter, Natural Gas, Landline, Barbeque Area, Day Care Center, Electricity Backup, Steam Room, Maintenance Staff, CCTV Security, Cafeteria or Canteen, Facilities for Disabled, 24 Hours Concierge, Cleaning Services, مكبّ نفايات, مركز للإسعافات الأولية, التملك الحر, انترنت واسع النطاق, كابل قنوات تلفزيونية, مركز أعمال, غرفة اجتماعات, اتصال داخلي, توفر أجهزة السحب الآلي, جاكوزي, منطقة لعب للأطفال, ساونا, شرفة أو تراس, مواقف مغطاة للسيارات, مسموح بالحيوانات الاليفة, حديقة, أمن و حماية, صالة رياضية أو نادي صحي, مسبح, عداد كهرباء, نظام تبريد مركزي, عداد مياه, غاز طبيعي, خط أرضي, مكان مخصص للشواء, مركز رعاية أطفال, نظام كهرباء احتياطي للطوارئ, غرفة بخار, خدمات صيانة, نظام كاميرات مراقبة, كافيتيريا, تسهيلات لأصحاب الهمم, حراسة 24 ساعة, خدمات تنظيف, security, clubhouse, gym",,,,,50828.729281767955,
503987333,https://www.bayut.eg/en/property/details-503987333.html,algolia,True,detail_html,sale,villa,17953905.0,,EGP,4.0,3.0,212.0,"Egypt, Cairo, Mostakbal City",GRAVITY,False,2026-08-24,"A truly exceptional opportunity — Low down payment + First installment after one year + Longest payment plan

Mostakbal City

S-Villa 212 m²

Own a distinctive villa in Mostakbal City with the most attractive payment plans 

Area: 212 m²

⏳ Delivery: Within a maximum of 36 months

Only 6% down payment: EGP 1,218,842

First installment after one year: EGP 880,793 

Installments every 6 months for 10 years

14% discount

Total price: EGP 17,953,905

Book your villa now before the offer ends! For details and to schedule a viewing, contact us now at https://iwtsp. com/View Contact Detail

And Your chances of rest and investment will increase",en,,,Cairo,Mostakbal City,Mostakbal City,,,,primary,installments,1077234.0,6.0,10.0,,,,"Balcony or Terrace, Built in Kitchen Appliances, Central A/C & heating, Covered parking, Maids Room, Pets Allowed, Lawn or Garden, Security Staff, Gym or Health Club, Electricity Backup, Waste Disposal, Business Center, Conference Room, Intercom, Shared Kitchen, Facilities for Disabled, Study Room, 24 Hours Concierge, Cleaning Services, Swimming Pool, Electricity Meter, Landline, Barbeque Area, Laundry Facility, Centrally Air-Conditioned, Water Meter, Storage Areas, Natural Gas, Lobby in Building, Double Glazed Windows, Central Heating, Day Care Center, First Aid Medical Center, Service Elevators, Freehold, Furnished, Laundry Room, Broadband Internet, Satellite/Cable TV, Jacuzzi, Kids Play Area, Reception/Waiting Room, Sauna, Steam Room, Maintenance Staff, CCTV Security, Cafeteria or Canteen, Prayer Room, شرفة أو تراس, أجهزة مطبخ مدمجة, تدفئة وتكييف مركزي, مواقف مغطاة للسيارات, غرفة خدم, مسموح بالحيوانات الاليفة, حديقة, أمن و حماية, صالة رياضية أو نادي صحي, نظام كهرباء احتياطي للطوارئ, مكبّ نفايات, مركز أعمال, غرفة اجتماعات, اتصال داخلي, مطبخ مشترك, تسهيلات لأصحاب الهمم, غرفة دراسة, حراسة 24 ساعة, خدمات تنظيف, مسبح, عداد كهرباء, خط أرضي, مكان مخصص للشواء, خدمة غسيل ملابس, نظام تبريد مركزي, عداد مياه, مناطق تخزين, غاز طبيعي, ردهة إستقبال, نوافذ زجاجية مزدوجة, تدفئة مركزية, مركز رعاية أطفال, مركز للإسعافات الأولية, خدمات المصاعد, التملك الحر, مفروشة, غرفة غسيل, انترنت واسع النطاق, كابل قنوات تلفزيونية, جاكوزي, منطقة لعب للأطفال, غرفة استقبال /انتظار, ساونا, غرفة بخار, خدمات صيانة, نظام كاميرات مراقبة, كافيتيريا, غرفة صلاة",,,,,84688.23113207547,
503987250,https://www.bayut.eg/en/property/details-503987250.html,algolia,True,detail_html,sale,apartment,7250000.0,,EGP,3.0,2.0,140.0,"Egypt, Cairo, Madinaty",B United Now Home,False,2026-08-24,"140m² unit for sale in Madinaty, B12
Group 122
Prime location: centrally situated near amenities, East Hub, and the Craft Zone
Second floor
North-facing (Bahri)
Views of the park and the street
Priced at the market's lowest rate for a quick sale—only 7,250 [per meter]—and fully paid off!
Layout: 3 bedrooms (including a master suite), 2 bathrooms, kitchen, reception area, and terrace. 

For inquiries:

View Contact Detail
View Contact Detail

Mr. Ali El-Sharkawy – New Home Real Estate Marketing (Madinaty)

Banks Complex – Above Banque Misr – 2nd Floor – Office 205b",en,Madinaty,,Cairo,Madinaty,Madinaty,,ready,,primary,,,,,,,,"Completion Year, Balcony or Terrace, Covered parking, Security Staff, Electricity Meter, Water Meter, Elevators in Building, Down Payment, View, Double Glazed Windows, Electricity Backup, Waste Disposal, Freehold, Broadband Internet, Satellite/Cable TV, Kids Play Area, Other Facilities, Number of Bedrooms, Reception/Waiting Room, Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Other Nearby Places, Maintenance Staff, CCTV Security, Shared Kitchen, Facilities for Disabled, Parking Spaces, 24 Hours Concierge, Cleaning Services, Intercom, سنة البناء, شرفة أو تراس, مواقف مغطاة للسيارات, أمن و حماية, عداد كهرباء, عداد مياه, مصاعد, المقدم, مطل, نوافذ زجاجية مزدوجة, نظام كهرباء احتياطي للطوارئ, مكبّ نفايات, التملك الحر, انترنت واسع النطاق, كابل قنوات تلفزيونية, منطقة لعب للأطفال, تسهيلات أخرى, عدد الغرف, غرفة استقبال /انتظار, مدارس قريبة, مستشفيات قريبة, مراكز تسوق قريبة, أماكن قريبة أخرى, خدمات صيانة, نظام كاميرات مراقبة, مطبخ مشترك, تسهيلات لأصحاب الهمم, مواقف سيارات, حراسة 24 ساعة, خدمات تنظيف, اتصال داخلي, balcony",2.0,,,,51785.71428571428,
503987239,https://www.bayut.eg/en/property/details-503987239.html,algolia,True,detail_html,sale,chalet,20960000.0,,EGP,0.0,1.0,79.0,"Egypt, Matruh, North Coast, South Med",Addreic,False,2026-08-24,"A rare resale opportunity in SouthMed, North Coast’s premier destination. Located in the highly sought-after Santorini zone (L10), this 79 sqm studio on the 4th/5th floor (Building 20E) features uninterrupted, panoramic views of the open sea and crystal waterfalls. Designed for high capital appreciation and rental yield, the property includes a dedicated private parking space. 
Size: 79 sqmLocation: SouthMed Marina, Santorini (L10), Building 20EFloor: Upper level with open rooftop and sea/waterfall viewsIncludes: Private parking spotTotal Price: EGP 20,960,000Paid to Date: EGP 3,970,000Asking Premium (Over): EGP 450,000",en,Marina,,Matruh,North Coast,South Med,,,,resale,installments,4420000.0,,,,,,"Distance From Airport (kms), Nearby Public Transport, المسافة من المطار (كم), مواصلات نقل عامة قريبة, garage",5.0,,,,265316.4556962025,
503987049,https://www.bayut.eg/en/property/details-503987049.html,algolia,True,detail_html,sale,chalet,22000000.0,,EGP,3.0,3.0,155.0,"Egypt, Matruh, North Coast, Sidi Abdel Rahman, Marassi",Egypt Best Properties (EBP),False,2026-08-24,"Phase: Blanca
Delivery: Ready to Move
Unit Type: chalet with garden
Layout: 3 Bedrooms
Built-Up Area: 155 sqm
Finishing: Fully Finished
Financial Details:22.000. 000
--------------------------------
Emaar Misr chose the ideal location of Marassi North Coast wisely, exactly on the 126th km of Alexandria - Marsa Matrouh Road. It is amid a wide range of elite coastal towns, including:

Stella HeightsLa Vista CascadaShamasi North Coast
Moreover, the Marassi North Coast location is:
2 hours away from Alexandria1.5 hours away from Borg El Arab International Airport30 minutes away from Al Alamein Airport

#Neama",en,Marassi,Emaar Misr,Matruh,North Coast,Sidi Abdel Rahman,fully finished,ready,,primary,,,,,,,,"Gym or Health Club, Day Care Center, First Aid Medical Center, Laundry Room, Balcony or Terrace, Built in Kitchen Appliances, Covered parking, Pets Allowed, Lawn or Garden, Security Staff, Swimming Pool, Electricity Meter, Sea view, Barbeque Area, Business Center, Conference Room, Jacuzzi, Kids Play Area, Sauna, Shared Kitchen, 24 Hours Concierge, Steam Room, CCTV Security, Cafeteria or Canteen, Laundry Facility, صالة رياضية أو نادي صحي, مركز رعاية أطفال, مركز للإسعافات الأولية, غرفة غسيل, شرفة أو تراس, أجهزة مطبخ مدمجة, مواقف مغطاة للسيارات, مسموح بالحيوانات الاليفة, حديقة, أمن و حماية, مسبح, عداد كهرباء, يطل على البحر, مكان مخصص للشواء, مركز أعمال, غرفة اجتماعات, جاكوزي, منطقة لعب للأطفال, ساونا, مطبخ مشترك, حراسة 24 ساعة, غرفة بخار, نظام كاميرات مراقبة, كافيتيريا, خدمة غسيل ملابس, garden",,3.0,,,141935.48387096773,
503987038,https://www.bayut.eg/en/property/details-503987038.html,algolia,True,detail_html,sale,apartment,12600000.0,,EGP,3.0,3.0,156.0,"Egypt, Cairo, New Cairo, 5th Settlement, Hyde Park New Cairo Compound",Coldwell Banker Hills,False,2026-08-24,"Apartment for sale in Hyde Park – Fifth Settlement

Located in the New Center Ville area, in a prime location within the compound, with immediate occupancy. 

Unit Details:

Area: 156 sq m

3 bedrooms, including a master bedroom

3 bathrooms

Semi-furnished

5 air conditioners (hot and cold)

Kitchen

Gas

Parking space

Hyde Park Features:

Prime location in the heart of New Cairo

Close to 90th Street and the American University in Cairo

Green spaces and extensive landscaping

Comprehensive services and facilities

Close to major malls and services

Price: EGP 12,600,000

---------------------------------------------------

For inquiries, further details, and viewing: View Contact Detail",en,Hyde Park,,Cairo,New Cairo,5th Settlement,furnished,ready,,resale,,,,,,,,"Electricity Meter, Water Meter, Storage Areas, Natural Gas, Landline, Barbeque Area, Satellite/Cable TV, Business Center, Conference Room, Intercom, ATM Facility, Jacuzzi, Kids Play Area, Balcony or Terrace, Covered parking, Facilities for Disabled, 24 Hours Concierge, Cleaning Services, Pets Allowed, Lawn or Garden, Security Staff, Gym or Health Club, Swimming Pool, First Aid Medical Center, Service Elevators, Freehold, Prayer Room, Laundry Room, Broadband Internet, Reception/Waiting Room, Sauna, Steam Room, Maintenance Staff, CCTV Security, Cafeteria or Canteen, Laundry Facility, Lobby in Building, Double Glazed Windows, Central Heating, Day Care Center, Electricity Backup, Waste Disposal, عداد كهرباء, عداد مياه, مناطق تخزين, غاز طبيعي, خط أرضي, مكان مخصص للشواء, كابل قنوات تلفزيونية, مركز أعمال, غرفة اجتماعات, اتصال داخلي, توفر أجهزة السحب الآلي, جاكوزي, منطقة لعب للأطفال, شرفة أو تراس, مواقف مغطاة للسيارات, تسهيلات لأصحاب الهمم, حراسة 24 ساعة, خدمات تنظيف, مسموح بالحيوانات الاليفة, حديقة, أمن و حماية, صالة رياضية أو نادي صحي, مسبح, مركز للإسعافات الأولية, خدمات المصاعد, التملك الحر, غرفة صلاة, غرفة غسيل, انترنت واسع النطاق, غرفة استقبال /انتظار, ساونا, غرفة بخار, خدمات صيانة, نظام كاميرات مراقبة, كافيتيريا, خدمة غسيل ملابس, ردهة إستقبال, نوافذ زجاجية مزدوجة, تدفئة مركزية, مركز رعاية أطفال, نظام كهرباء احتياطي للطوارئ, مكبّ نفايات, garage",,,,,80769.23076923077,
503986941,https://www.bayut.eg/en/property/details-503986941.html,algolia,True,detail_html,sale,townhouse,30000000.0,,EGP,4.0,4.0,310.0,"Egypt, Giza, Sheikh Zayed, Allegria",Property Hills Elite,False,2026-08-24,"Special opportunity to own a Corner Townhouse inside Allegria SODIC,
Corner location and large areas provide higher privacy and better views, within a fully serviced compound. 


Unit details:
Corner TownhouseLand area: 245 sqmBuilt-up area: 310 sqmPrime Corner Location

Benefits of Allegria:
High-end residential community by SODICGreen spaces and wide landscapingGolf CourseClubhouseClub SRecreational areas and complete services24/7 security and guardingPrime location in the heart of West Cairo

Location: In Allegria – SODIC near the most important roads and services, with easy access to Sheikh Zayed and 6th of October. 


Price:30,000,000 EGP
Corner unit with a built-up area of 310 sqm inside Allegria is a special opportunity for those looking for privacy and a strong location.",en,Allegria,SODIC,Giza,Sheikh Zayed,Allegria,,ready,,resale,,,,,,,,"First Aid Medical Center, Broadband Internet, Intercom, Kids Play Area, Maintenance Staff, CCTV Security, 24 Hours Concierge, Double Glazed Windows, Electricity Backup, Waste Disposal, Balcony or Terrace, Lawn or Garden, Gym or Health Club, Swimming Pool, Barbeque Area, مركز للإسعافات الأولية, انترنت واسع النطاق, اتصال داخلي, منطقة لعب للأطفال, خدمات صيانة, نظام كاميرات مراقبة, حراسة 24 ساعة, نوافذ زجاجية مزدوجة, نظام كهرباء احتياطي للطوارئ, مكبّ نفايات, شرفة أو تراس, حديقة, صالة رياضية أو نادي صحي, مسبح, مكان مخصص للشواء, security, clubhouse",,,,,96774.19354838709,
503986925,https://www.bayut.eg/en/property/details-503986925.html,algolia,True,detail_html,sale,apartment,8720000.0,,EGP,3.0,2.0,137.0,"Egypt, Cairo, Madinaty",AL Essamy Group,False,2026-08-24,"Rare find in B8, area 137m, and closest handover in Group 87. 
Booking 2022 with premium finishes in B8. 
Apartment layout, area 137m :-
- (3 bedrooms, including a master bedroom - 3 bathrooms - reception - kitchen - 2 baths)
Apartment features :-
- Mustafa booked in 2022. 
- Corner and at the end, and not dented. 
- Open view onto a main street. 
- Clear northern direction. 
- Its location is very special, close to Madinaty Sports Club and the service area of the phase. 
Financial details :-
- Total contract at the lowest total contract. 
Down payment 5,380,000.",en,Madinaty,,Cairo,Madinaty,Madinaty,,,,resale,installments,5380000.0,,,,,,"Balcony or Terrace, Lawn or Garden, Security Staff, Gym or Health Club, CCTV Security, شرفة أو تراس, حديقة, أمن و حماية, صالة رياضية أو نادي صحي, نظام كاميرات مراقبة",,,,,63649.63503649635,
208799783,https://www.bayut.eg/en/property/details-208799783.html,algolia,True,detail_html,sale,apartment,5000000.0,,EGP,3.0,2.0,185.0,"Egypt, Giza, Sheikh Zayed, 16th District",,False,2026-08-24,"شقة 185م للبيع في الحي 16 – الشيخ زايد – فيو مفتوح على وصلة دهشور

شقة للبيع بموقع مميز جدًا في الحي السادس عشر – مجاورة أولى – الشيخ زايد، بمساحة 185 متر، بالدور الثاني. 

تفاصيل الشقة:
المساحة: 185 متر
3 غرف نوم
2 حمام
ريسبشن كبير 3 قطع
مطبخ
الدور الثاني
نصف تشطيب: محارة وحلوق
جميع العدادات متوفرة

تفاصيل العمارة:
العمارة حالتها ممتازة وواجهة فخمة
مدخل رخام
أسانسير بحالة ممتازة ويتم عمل صيانة دورية له
العمارة ناصيتين على الميدان
بدون أي مخالفات نهائيًا
يوجد جراج بالعمارة، والجراج ليس تابعًا للشقة

الموقع والفيو:
فيو مفتوح ومباشر على وصلة دهشور
أمام Beverly Hills وسعودي والمدرسة الألمانية
5 دقائق من مول العرب
دقيقتان من طريق الإسكندرية الصحراوي
قريب جدًا من:
المدرسة الألمانية
الممشى السياحي
سعودي
Beverly Hills

السعر المطلوب: 5,000,000 جنيه

للتواصل والمعاينة: View Contact Detail#View Contact Detail",mixed,Beverly Hills,,Giza,Sheikh Zayed,16th District,semi-finished,ready,,primary,,,,,,,,"Completion Year, Balcony or Terrace, Covered parking, Security Staff, Electricity Meter, Water Meter, Natural Gas, سنة البناء, شرفة أو تراس, مواقف مغطاة للسيارات, أمن و حماية, عداد كهرباء, عداد مياه, غاز طبيعي, garage, elevator",2.0,,,,27027.027027027027,
503986749,https://www.bayut.eg/en/property/details-503986749.html,algolia,True,detail_html,sale,apartment,2500000.0,,EGP,1.0,1.0,53.0,"Egypt, Cairo, New Cairo, 5th Settlement",Modern Cairo,False,2026-08-24,"To contact sales from outside Egypt: View Contact Detail WhatsApp


Almira Developments
Almira Aurea
New launch New Cairo
The project in a nutshell
Integrated services residential compound
Area 4.5 acres

Project location
Al Andalus on AUC axis
Near Janna Misr compound
Minutes from the American University and South Ninety. Gamal Abdel Nasser axis. And Mohamed Naguib

Compound details
- 8 residential buildings G+5
- Paths for biking and running
- Vast green areas
- Children's play area
- Clubhouse within the compound
- Commercial and medical mall. Pharmacy
- Grilling spots on every roof


Meter price is a surprise
1 starts from 35,000 after discount
2 units start at 2,300,000
3 your monthly installment from 9,000

Payment systems are flexible and suitable for all clients starting from,

0% down payment installments up to 12 years and discounts can reach 16%

Cash discount 30%",en,Details,,Cairo,New Cairo,5th Settlement,,,,primary,installments,375000.0,0.0,12.0,,monthly,30.0,clubhouse,,,,,47169.811320754714,
503986725,https://www.bayut.eg/en/property/details-503986725.html,algolia,True,detail_html,sale,apartment,4900000.0,,EGP,2.0,2.0,96.0,"Egypt, Cairo, Madinaty",B United Now Home,False,2026-08-24,"96m² apartment for sale in Madinaty (B7)
5th floor, corner unit, North-facing
View of the park and the club
Premium custom finishes
Layout: 2 bedrooms, 2 bathrooms, kitchen, reception area, and terrace
Asking price: 4,900,000 (fully paid off)

For inquiries:

View Contact Detail
View Contact Detail

Mr. Ali El-Sharkawy – New Home Real Estate Marketing (Madinaty)

Banking Complex – Above Banque Misr – 2nd Floor – Office 205 B",en,Madinaty,,Cairo,Madinaty,Madinaty,,ready,,primary,,,,,,,,"Waste Disposal, Freehold, Prayer Room, Satellite/Cable TV, Intercom, Other Facilities, Land Area, Number of Bathrooms, Number of Bedrooms, Reception/Waiting Room, Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Public Transport, Other Nearby Places, Maintenance Staff, CCTV Security, Laundry Facility, Facilities for Disabled, Balcony or Terrace, Built in Kitchen Appliances, Covered parking, Pets Allowed, Lawn or Garden, Security Staff, Electricity Meter, Water Meter, Elevators in Building, Down Payment, View, Lobby in Building, Double Glazed Windows, Electricity Backup, Parking Spaces, 24 Hours Concierge, Cleaning Services, مكبّ نفايات, التملك الحر, غرفة صلاة, كابل قنوات تلفزيونية, اتصال داخلي, تسهيلات أخرى, مساحة الأرض, عدد دورات المياه, عدد الغرف, غرفة استقبال /انتظار, مدارس قريبة, مستشفيات قريبة, مراكز تسوق قريبة, مواصلات نقل عامة قريبة, أماكن قريبة أخرى, خدمات صيانة, نظام كاميرات مراقبة, خدمة غسيل ملابس, تسهيلات لأصحاب الهمم, شرفة أو تراس, أجهزة مطبخ مدمجة, مواقف مغطاة للسيارات, مسموح بالحيوانات الاليفة, حديقة, أمن و حماية, عداد كهرباء, عداد مياه, مصاعد, المقدم, مطل, ردهة إستقبال, نوافذ زجاجية مزدوجة, نظام كهرباء احتياطي للطوارئ, مواقف سيارات, حراسة 24 ساعة, خدمات تنظيف, balcony",5.0,,,,51041.666666666664,
503986718,https://www.bayut.eg/en/property/details-503986718.html,algolia,True,detail_html,sale,villa,25000000.0,,EGP,4.0,4.0,170.0,"Egypt, Matruh, North Coast, Ras Al Hekma, El Masyaf",Egypt Best Properties (EBP),False,2026-08-24,"Townhouse for Sale at Al Masyaf – Ras El Hekma | North Coast | Luxury Finishing
Own a premium townhouse at Al Masyaf – Ras El Hekma, one of the distinguished destinations on Egypt’s North Coast, offering a unique blend of modern design, beautiful landscapes, a stunning coastal atmosphere, and a relaxing lifestyle. 
UNIT Details:
• Townhouse
• 4 Bedrooms
• 4 Bathrooms
• Modern Contemporary Design
• Luxury Finishing
• Prime Location Within the Project
• Ideal for Luxury Living & Investment

Al Masyaf – Ras El Hekma | North Coast

Experience a premium Mediterranean lifestyle at Al Masyaf, featuring beautifully designed residences, landscaped green areas, beach access, and a variety of facilities designed for relaxation, entertainment, and family living. 

• Private Beach
• Swimming Pools
• Landscaped Green Areas
• Clubhouse
• Cafés & Restaurants
• Commercial & Retail Areas
• Entertainment & Family Activities
• Walking & Cycling Areas
• 24/7 Security & Gated Community

Al Masyaf Ras El Hekma is the perfect destination for luxury vacations, summer getaways, investment, or enjoying a premium coastal lifestyle. 

For More Details & Viewing:

View Contact Detail",en,,,Matruh,North Coast,Ras Al Hekma,super lux,,,primary,installments,1250000.0,,,,,,"Balcony or Terrace, Built in Kitchen Appliances, Central A/C & heating, Covered parking, Maids Room, Pets Allowed, Lawn or Garden, Security Staff, Gym or Health Club, Swimming Pool, Electricity Meter, Sea view, Centrally Air-Conditioned, Water Meter, Storage Areas, Natural Gas, Landline, Barbeque Area, Lobby in Building, Double Glazed Windows, Central Heating, Day Care Center, Electricity Backup, Waste Disposal, First Aid Medical Center, Service Elevators, Freehold, Sauna, Steam Room, Maintenance Staff, CCTV Security, Cafeteria or Canteen, Laundry Facility, Shared Kitchen, Facilities for Disabled, Study Room, 24 Hours Concierge, Cleaning Services, Prayer Room, Laundry Room, Broadband Internet, Satellite/Cable TV, Business Center, Conference Room, Intercom, ATM Facility, Jacuzzi, Kids Play Area, Reception/Waiting Room, شرفة أو تراس, أجهزة مطبخ مدمجة, تدفئة وتكييف مركزي, مواقف مغطاة للسيارات, غرفة خدم, مسموح بالحيوانات الاليفة, حديقة, أمن و حماية, صالة رياضية أو نادي صحي, مسبح, عداد كهرباء, يطل على البحر, نظام تبريد مركزي, عداد مياه, مناطق تخزين, غاز طبيعي, خط أرضي, مكان مخصص للشواء, ردهة إستقبال, نوافذ زجاجية مزدوجة, تدفئة مركزية, مركز رعاية أطفال, نظام كهرباء احتياطي للطوارئ, مكبّ نفايات, مركز للإسعافات الأولية, خدمات المصاعد, التملك الحر, ساونا, غرفة بخار, خدمات صيانة, نظام كاميرات مراقبة, كافيتيريا, خدمة غسيل ملابس, مطبخ مشترك, تسهيلات لأصحاب الهمم, غرفة دراسة, حراسة 24 ساعة, خدمات تنظيف, غرفة صلاة, غرفة غسيل, انترنت واسع النطاق, كابل قنوات تلفزيونية, مركز أعمال, غرفة اجتماعات, اتصال داخلي, توفر أجهزة السحب الآلي, جاكوزي, منطقة لعب للأطفال, غرفة استقبال /انتظار, pool, security, garden, clubhouse",,,,,147058.82352941178,
503986572,https://www.bayut.eg/en/property/details-503986572.html,algolia,True,detail_html,sale,villa,11869810.0,,EGP,3.0,3.0,211.0,"Egypt, Cairo, New Capital City, Noor City",AL Essamy Group,False,2026-08-24,"With a lower price than an apartment and the longest payment period of 15 years
Q1 model villa for sale in Noor City with the longest payment period of 15 years
Reservation 5/2023
Land area = 211 meters
Building area = 195 meters

Interior division :-
Ground floor :-
3 reception areas + kitchen + guest bathroom
First floor :-
3 bedrooms including a master bedroom - 2 bathrooms - terrace
Roof :-
Service room with bathroom on 25% of the building area. 

Features :-
- West facing
- 15-year payment period
- Free transfer and ownership transfer
- View of the street and garden

Financial details :-
Total contract including the club = 11,869,810
Total deposit = 614,000
Payments = 2,193,000
The offer 3,000,000",en,Madinaty,,Cairo,New Capital City,Noor City,,,,resale,installments,5193000.0,,15.0,,,,"Balcony or Terrace, Lawn or Garden, Security Staff, Gym or Health Club, Barbeque Area, Kids Play Area, CCTV Security, Cafeteria or Canteen, شرفة أو تراس, حديقة, أمن و حماية, صالة رياضية أو نادي صحي, مكان مخصص للشواء, منطقة لعب للأطفال, نظام كاميرات مراقبة, كافيتيريا, garden, balcony",,,,,56255.02369668247,
503986539,https://www.bayut.eg/en/property/details-503986539.html,algolia,True,detail_html,sale,apartment,8500000.0,,EGP,3.0,3.0,162.0,"Egypt, Cairo, New Cairo, Rehab City",E G R Realestate company,False,2026-08-24,"Apartment 162m for sale in the best location in Al-Rehab 2
At a special price for quick sale
A special model consisting of
3 bedrooms, including a master - 3 bathrooms - kitchen - reception

Third floor - elevator
Open view on a street and square
Company finishing

Very special location in Al-Rehab 2 - Phase 7 - steps from the Eastern Market, food court, banks, and all services

For showing or more details
Contact us: View Contact Detail
EGR Real estate",en,Al Rehab,,Cairo,New Cairo,Rehab City,,ready,,resale,,,,,,,,elevator,,,,,52469.135802469136,
503986509,https://www.bayut.eg/en/property/details-503986509.html,algolia,True,detail_html,sale,villa,8000000.0,,EGP,5.0,5.0,392.0,"Egypt, Dakahlia, New Mansoura, Zahya",Sky prime,False,2026-08-24,"Villa Ready to Move Sea View and ready to showing in compound zahya new mansoura

Building area: 392 meter
private garden+

3 floors
( Ground floor + first floor + roof )

Ready to move

Viewing available

Video demonstration of the villa available

The compound is inhabited and has all amenities and services

Compound villas only

Full price: 8 million cash

Installment plan available: 5% down payment, with the balance payable over 12 years

For contact and viewing (call or WhatsApp): View Contact Detail",en,زاهية Zahya,,Dakahlia,New Mansoura,Zahya,,ready,,primary,installments,400000.0,5.0,12.0,,,,"Built in Kitchen Appliances, Central A/C & heating, Covered parking, Pets Allowed, Lawn or Garden, Security Staff, Gym or Health Club, Swimming Pool, Sea view, Centrally Air-Conditioned, Landline, Cafeteria or Canteen, Facilities for Disabled, 24 Hours Concierge, Cleaning Services, Barbeque Area, Double Glazed Windows, Day Care Center, Electricity Backup, Waste Disposal, First Aid Medical Center, Service Elevators, Broadband Internet, Satellite/Cable TV, Business Center, Intercom, ATM Facility, Jacuzzi, Kids Play Area, Sauna, Maintenance Staff, CCTV Security, أجهزة مطبخ مدمجة, تدفئة وتكييف مركزي, مواقف مغطاة للسيارات, مسموح بالحيوانات الاليفة, حديقة, أمن و حماية, صالة رياضية أو نادي صحي, مسبح, يطل على البحر, نظام تبريد مركزي, خط أرضي, كافيتيريا, تسهيلات لأصحاب الهمم, حراسة 24 ساعة, خدمات تنظيف, مكان مخصص للشواء, نوافذ زجاجية مزدوجة, مركز رعاية أطفال, نظام كهرباء احتياطي للطوارئ, مكبّ نفايات, مركز للإسعافات الأولية, خدمات المصاعد, انترنت واسع النطاق, كابل قنوات تلفزيونية, مركز أعمال, اتصال داخلي, توفر أجهزة السحب الآلي, جاكوزي, منطقة لعب للأطفال, ساونا, خدمات صيانة, نظام كاميرات مراقبة, garden, sea view",,,,,20408.163265306124,
